datetime	open	high	low	close	volume
20.02.2020 00:00	755.0500000000001	999.95	755.0500000000001	813.95	5552
21.02.2020 00:00	849.85	873.75	798.95	799.95	5769
25.02.2020 00:00	799.85	799.85	759.95	763.2	2812
26.02.2020 00:00	765.0500000000001	765.0500000000001	731.25	752.35	5149
27.02.2020 00:00	740.45	758.85	736.25	737.95	1967
28.02.2020 00:00	724.95	743.85	693.0500000000001	720.95	4766
02.03.2020 00:00	739.5500000000001	739.7	716.2	727.95	4377
03.03.2020 00:00	778.95	778.95	722.25	739.7	2004
04.03.2020 00:00	739.95	744.95	723.7	735.95	799
05.03.2020 00:00	731.2	747.85	718.95	720.25	1597
06.03.2020 00:00	723.95	723.95	655.75	679.85	5244
10.03.2020 00:00	607.5500000000001	667.95	590.45	630.5500000000001	6515
11.03.2020 00:00	639.95	668.95	619.95	630.0500000000001	1074
12.03.2020 00:00	610.0500000000001	639.95	524.95	572.75	9107
13.03.2020 00:00	569.95	628.95	518.25	589.95	4936
16.03.2020 00:00	579.95	589.85	531.35	563.95	3107
17.03.2020 00:00	564.95	593.85	540.95	566.25	4909
18.03.2020 00:00	535.2	584.5500000000001	529.85	540.75	7489
19.03.2020 00:00	549.75	549.95	526.0500000000001	542.2	2722
20.03.2020 00:00	544.85	579.85	544.85	562.75	18319
23.03.2020 00:00	589.95	589.95	527.0500000000001	558.75	10228
24.03.2020 00:00	578.85	581.95	557.5500000000001	577.85	14447
25.03.2020 00:00	588.95	668.85	537.95	586.5500000000001	43429
26.03.2020 00:00	619.95	619.95	559.95	581.75	8881
27.03.2020 00:00	570.95	576.95	559.95	561.95	14788
30.03.2020 00:00	563.95	563.95	548.5500000000001	552.95	18208
31.03.2020 00:00	555.95	555.95	545.5500000000001	551.35	25988
01.04.2020 00:00	549.95	552.0500000000001	547.95	551.85	33513
02.04.2020 00:00	556.95	556.95	529.95	550.45	26439
03.04.2020 00:00	549.0500000000001	551.45	545.85	547.95	62079
06.04.2020 00:00	548.2	553.0500000000001	548.2	550.7	41318
07.04.2020 00:00	551.85	558.85	550.95	555.7	55287
08.04.2020 00:00	559.85	569.85	553.45	568.75	39116
09.04.2020 00:00	569.75	569.75	554.45	559.5500000000001	43993
10.04.2020 00:00	564.75	564.95	550.95	553.75	17097
13.04.2020 00:00	553.95	553.95	548.95	549.45	46972
14.04.2020 00:00	552.75	562.7	548.95	556.95	24969
15.04.2020 00:00	556.95	561.85	544.95	561.2	80063
16.04.2020 00:00	558.5500000000001	572.5500000000001	556.25	572.0500000000001	36359
17.04.2020 00:00	572.95	572.95	559.35	571.95	33685
20.04.2020 00:00	569.75	571.2	565.0500000000001	568.85	6109
21.04.2020 00:00	565.2	565.25	551.95	555.35	14806
22.04.2020 00:00	555.95	579.2	554.0500000000001	576.95	21777
23.04.2020 00:00	577.95	598.95	576.75	597.0500000000001	39003
24.04.2020 00:00	596.7	629.7	596.7	621.2	46545
27.04.2020 00:00	624.85	678.95	615.85	659.95	49044
28.04.2020 00:00	664.85	670.2	635.2	635.95	11460
29.04.2020 00:00	635.0500000000001	644.95	621.2	628.45	11366
30.04.2020 00:00	626.5500000000001	637.95	619.95	619.95	18188
04.05.2020 00:00	644.45	669.45	624.95	654.95	48823
