datetime	open	high	low	close	volume
12.07.2024 00:00	389.9500000000001	406.9500000000001	387.9500000000001	406.9500000000001	710751
15.07.2024 00:00	407.9500000000001	407.9500000000001	398.9500000000001	401.0	147147
16.07.2024 00:00	403.7000000000001	404.9	398.9500000000001	399.9500000000001	84978
17.07.2024 00:00	400.0	402.35	398.9500000000001	400.9500000000001	59715
18.07.2024 00:00	401.0	404.85	398.9500000000001	402.2000000000001	155779
19.07.2024 00:00	402.1	404.9500000000001	395.9500000000001	400.65	188899
22.07.2024 00:00	401.1	401.9500000000001	398.9500000000001	399.9500000000001	62552
23.07.2024 00:00	399.9500000000001	403.0	396.0	400.4500000000001	59894
24.07.2024 00:00	401.0	405.9500000000001	398.9500000000001	405.25	50569
25.07.2024 00:00	405.4500000000001	439.9500000000001	401.2000000000001	420.4500000000001	150875
26.07.2024 00:00	420.4500000000001	423.0	409.9500000000001	412.9500000000001	33744
29.07.2024 00:00	412.9500000000001	429.9500000000001	400.9500000000001	404.9500000000001	96506
30.07.2024 00:00	411.9500000000001	418.5	404.9500000000001	410.05	40389
31.07.2024 00:00	410.05	429.9500000000001	409.9500000000001	415.05	118181
01.08.2024 00:00	415.9500000000001	424.4500000000001	414.25	419.25	34235
02.08.2024 00:00	419.25	438.9	417.0	422.0	86588
05.08.2024 00:00	419.9500000000001	419.9500000000001	399.9500000000001	409.4500000000001	44420
06.08.2024 00:00	409.9500000000001	414.9500000000001	403.85	405.4500000000001	24581
07.08.2024 00:00	405.7000000000001	411.9500000000001	400.9500000000001	407.9500000000001	15838
08.08.2024 00:00	418.35	418.35	406.9500000000001	406.9500000000001	29429
09.08.2024 00:00	410.9500000000001	410.9500000000001	403.75	405.0	30941
12.08.2024 00:00	408.35	411.7000000000001	400.9500000000001	402.1	28796
13.08.2024 00:00	404.85	407.65	400.1	404.15	84696
14.08.2024 00:00	403.0	406.9500000000001	400.0	400.9500000000001	25573
15.08.2024 00:00	401.4500000000001	406.9500000000001	399.2000000000001	399.5	58367
16.08.2024 00:00	399.6	414.9500000000001	396.9500000000001	397.9500000000001	124241
19.08.2024 00:00	397.9500000000001	403.6	390.15	391.9500000000001	36157
20.08.2024 00:00	392.35	400.0	381.1	393.25	58965
21.08.2024 00:00	396.9	400.9500000000001	387.35	391.0	23012
22.08.2024 00:00	391.4	394.4	375.9500000000001	378.0	26683
23.08.2024 00:00	375.9500000000001	378.0	352.95000000000005	361.7000000000001	50969
26.08.2024 00:00	362.15	375.6	362.15	373.9500000000001	13916
27.08.2024 00:00	373.9500000000001	375.35	364.7000000000001	365.65	17370
28.08.2024 00:00	365.65	369.35	355.70000000000005	359.75	10241
29.08.2024 00:00	363.85	384.9500000000001	334.75	358.6	77628
30.08.2024 00:00	358.6	367.9500000000001	350.35	361.1	71005
02.09.2024 00:00	354.95000000000005	371.5	332.35	362.2000000000001	38672
03.09.2024 00:00	362.25	369.7000000000001	345.85	348.95000000000005	11208
04.09.2024 00:00	348.95000000000005	355.0	339.95000000000005	349.90000000000003	21009
05.09.2024 00:00	354.95000000000005	363.75	346.95000000000005	361.9500000000001	16352
06.09.2024 00:00	361.9500000000001	419.9500000000001	353.6	393.1	213614
09.09.2024 00:00	389.9500000000001	415.9500000000001	389.9500000000001	399.6	26367
10.09.2024 00:00	399.6	418.9500000000001	399.6	408.65	44222
11.09.2024 00:00	408.65	426.9500000000001	408.65	411.15	95144
12.09.2024 00:00	410.0	411.0	398.9500000000001	407.9	36336
13.09.2024 00:00	405.85	413.75	390.9500000000001	407.4500000000001	40995
16.09.2024 00:00	409.9500000000001	412.05	404.4	408.1	20377
17.09.2024 00:00	408.1	411.1	400.6	404.65	12093
18.09.2024 00:00	405.75	406.6	397.0	399.9500000000001	21283
19.09.2024 00:00	398.9500000000001	403.85	397.1	399.35	35629
20.09.2024 00:00	399.35	405.5	399.35	400.5	49528
23.09.2024 00:00	405.2000000000001	426.4500000000001	399.9500000000001	405.6	484652
24.09.2024 00:00	405.6	405.85	386.35	393.85	171770
25.09.2024 00:00	394.7000000000001	394.7000000000001	377.0	379.35	61112
26.09.2024 00:00	377.9	409.9500000000001	377.5	380.9500000000001	571445
27.09.2024 00:00	383.0	386.9500000000001	379.9500000000001	381.6	77052
30.09.2024 00:00	381.4500000000001	389.4500000000001	377.9500000000001	382.4500000000001	72264
01.10.2024 00:00	379.85	384.9500000000001	371.1	375.15	74293
02.10.2024 00:00	376.5	386.75	372.9500000000001	373.6	42942
03.10.2024 00:00	369.9500000000001	374.7000000000001	358.0	368.4	53920
04.10.2024 00:00	371.5	407.9500000000001	369.0	381.1	573077
07.10.2024 00:00	389.4500000000001	402.85	381.85	383.65	306015
08.10.2024 00:00	381.9	386.75	375.4500000000001	376.7000000000001	85634
09.10.2024 00:00	380.5	388.9500000000001	377.35	379.65	90137
10.10.2024 00:00	383.15	393.1	381.0	382.6	90202
11.10.2024 00:00	382.0	383.35	376.9500000000001	378.9500000000001	45207
14.10.2024 00:00	377.9500000000001	389.9500000000001	371.9500000000001	379.9500000000001	86310
15.10.2024 00:00	379.9500000000001	382.4500000000001	375.9500000000001	376.35	79328
16.10.2024 00:00	378.2000000000001	384.25	374.15	374.15	61746
17.10.2024 00:00	376.4	382.1	370.9500000000001	373.15	107150
18.10.2024 00:00	372.85	374.4	370.9500000000001	371.35	27965
21.10.2024 00:00	371.9500000000001	377.2000000000001	369.9500000000001	372.2000000000001	36200
22.10.2024 00:00	372.2000000000001	374.9	371.6	372.9	11628
23.10.2024 00:00	371.9500000000001	373.6	369.9500000000001	371.2000000000001	20989
24.10.2024 00:00	370.9500000000001	371.15	367.4500000000001	370.9500000000001	23924
25.10.2024 00:00	369.9500000000001	372.9500000000001	360.1	360.9500000000001	27179
28.10.2024 00:00	356.90000000000003	366.9500000000001	329.0	332.15000000000003	109349
29.10.2024 00:00	334.35	345.1	330.0	341.5	43210
30.10.2024 00:00	341.6	346.0	333.1	340.15000000000003	35182
